merchant,category
pune 41353 green fresh vendor payment upi,Others
gpy msc pymnt csh wthdrwl 38106 blr,Others
water bill pos 74088,Bills & Utilities
bpcl petrol pos 53341,Fuel
jio postpaid imps 65840,Bills & Utilities
reliance fresh upi f219f085,Groceries
airtel recharge imps 26152,Bills & Utilities
imps sony liv upi af1ada66,Entertainment
JioMart Grocery txn36601,Groceries
hotstar,Entertainment
decathlon-8189,Shopping
phonepe-IRCTC-7344,Travel
air india imps 93830,Travel
hindustan petroleum pos 72673,Fuel
imps barber pos 20605,Services
netflix upi 44e9e6fa,Entertainment
chennai airtel prime mart,Bills & Utilities
gpay-ShellFuelCentre-514,Fuel
cafecoffee upi b2ee9eba,Food & Dining
electricity bill upi 664baeb3,Bills & Utilities
hotstar#3847 imps 23945,Entertainment
can delivery water upi b4d40ba9,Services
imps water bill imps 21848,Bills & Utilities
urban mall imps mum 37469,Food & Dining
gas bill imps 49155,Bills & Utilities
hotel saravana phonepe imps 38660,Food & Dining
upi txn zee5 imps 32757,Entertainment
hotel saravana upi 3248af54,Food & Dining
petreum!2928 vpa hindustan pos 13536,Fuel
card *shellfuelcentre2583,Fuel
ref1bba29 noida jio fuel station,Bills & Utilities
medplus/3819,Health & Medical
pizza hut pos 79423,Food & Dining
kfc ola 46280 upi kol,Travel
ajio upi f62b6971,Shopping
ref electricity bill fastlane mum 52628,Bills & Utilities
vijayawada 64526 unknown txn,Others
more supermarket imps 80380,Groceries
paytm blink go cab pos 41624,Travel
house cleaning pos 2707,Services
utr gift shop_6732 imps 66634,Others
pump hpcl imps 60665,Fuel
bookmyshow imps 86472,Entertainment
shell fuel imps 56261,Fuel
paytm tata cliq imps 82811,Shopping
vpa spencers,Groceries
general store imps 25251,Others
unknown txn neft,Others
McDnld's542,Food & Dining
unknown txn imps 33303,Others
big bazaar imps pos 31110,Groceries
upi txn gas bill%6974,Bills & Utilities
ola upi 55a7c59a,Travel
ajio upi 048f1b2a,Shopping
pizza hut upi 72b49001,Food & Dining
phonepe ac service%3481,Services
28015 salon onepay gurgaon metro ticket ord,Services
ajio imps 51252,Shopping
water bill@7349 imps 70009,Bills & Utilities
cafe netflix travelmart hyd 68418 ref63cf62,Entertainment
IOCLOultet#803,Fuel
ord kol airtel salon,Services
paytm 43647 prime video redbus,Travel
hotstar pos 5954,Entertainment
phonepe amz imps 44366,Shopping
uber pos 15290,Travel
hpcl pump pos 66353,Fuel
indigo airlines_7912 pos 32713,Travel
txn vijayawada 43988 zomato urban mall,Bills & Utilities
bookmyshow bigbasket green fresh kol paytm,Groceries
phonepe-OlaCabs-3692,Travel
zee5,Entertainment
vpa 1mg pos 10780,Health & Medical
utr ola pos 52808,Travel
Nykaa txn22495,Shopping
misc payment pos 49409,Others
blink go cab,Travel
58891 pay netflix noida spotify union services,Entertainment
vendor payment 5100 ref8959f5 salon,Services
uber%5337 pos 27805,Travel
ac service pos 98522,Services
uber urban mall gurgaon ref687b84,Travel
vpa amz prime&6904 upi f68730c8,Entertainment
809 gpy lctrcn trvlmrt,Services
utr grofers pos 84862,Groceries
cafe pune bpcl 70389,Fuel
vpa hotel saravana imps 91121,Food & Dining
bbnw 83404,Groceries
gpay hpcl pump-7997,Fuel
air india upi 4e1c76e1,Travel
BookMyShow txn4033,Entertainment
hotel saravana imps 54029,Food & Dining
local kirana hyd upi,Groceries
gensto ord9289,Others
1mg%5420 neft upi be94586e,Health & Medical
Mytnra#432,Shopping
flipkart parking fee upi,Shopping
air india upi a20eda87,Travel
pharmeasy imps 47352,Health & Medical
bpcl petrol upi 3233d054,Fuel
68265 pvr gurgaon swiggy,Food & Dining
31634 amazon,Shopping
ref50f327 swiggy kol metro ticket,Travel
urban company imps 91037,Services
barnat ord1983,Food & Dining
mcdonalds imps 81268,Food & Dining
transfer pos 64487,Others
reliance fresh imps 81085,Groceries
bpcl petrol upi 864d9de7,Fuel
rapido!8286 upi c16d8dd0,Travel
airtel recharge imps 70619,Bills & Utilities
uber upi ee9e65f0,Travel
gift shop*9998 imps 26390,Others
medplus upi a19db9e9,Health & Medical
neft iocl pump#8343 imps 67734,Fuel
pay nykaa amazon 81611,Shopping
Domino's Pizza txn65764,Food & Dining
phonepe gas bill pos 48648,Bills & Utilities
Zmt528,Food & Dining
imps uber mum cash withdrawal,Others
electrician noida upi 80561 flipkart,Shopping
-DMart#638,Groceries
irctc imps 57474,Travel
airtel recharge,Bills & Utilities
1mg,Health & Medical
gift shop,Others
electricity bill utr upi 21c2d887,Bills & Utilities
cafecoffee imps 81025,Food & Dining
big bazaar imps 82410,Groceries
decathlon pos 56480,Shopping
90898 kol pay dmart,Groceries
txn 80217 jio electricity bill,Bills & Utilities
imps indigo airlines#7223 imps 65880,Travel
chnn gpy 43589 swggy wtr bll,Bills & Utilities
noida dmart city plaza txn 1mg,Groceries
urban company%7107 imps 36202,Services
phonepe iocl pump,Fuel
paytm salon service,Services
pay 45667 prime video hyd,Entertainment
gpay tata cliq,Shopping
62732 electrician del,Services
irctc,Travel
amzn prime imps 66070,Entertainment
gpay fuel station reliance,Fuel
hotstar#3847 imps 23945,Entertainment
sony liv pos 75129,Entertainment
burger king upi 1f841a98,Food & Dining
1mg,Health & Medical
decathlon upi 5a0589c6,Shopping
ac service&6941,Services
jio postpaid upi 164352f2,Bills & Utilities
utr grofers-2351 upi d514eab6,Groceries
imps kfc 44025 goibibo,Travel
imps subway upi d3ba05f1,Food & Dining
paytm apollo pharmacy upi 55f3b135,Health & Medical
reliance fresh pos 9022,Groceries
hindustan petroleum upi 4bd1b7ef,Fuel
92994 upi pharmeasy netflix fastlane,Entertainment
4520 kfc paymart pharmeasy,Food & Dining
Local Vendor Purchase,Others
NIOXMovies#345,Entertainment
hotstar!2952 pos 40925,Entertainment
Hotstar Premium txn12136,Entertainment
fl sttn 28193 rdbs rf rf9b420c,Fuel
mak ord4636,Travel
upi pune 56440 bharat petroleum city plaza,Health & Medical
water can delivery,Services
pizza hut imps 18932,Food & Dining
gpay zee5 imps 76627,Entertainment
eleser ord9939,Services
Sptfy675,Entertainment
gpay hpcl pump upi da0fe2e8,Fuel
blink go cab,Travel
cafecoffee pos 37564,Food & Dining
gift shop!7616 upi 698d71cd,Others
uber ref metro ticket express mart hyd 24149,Travel
meesho imps 18667,Shopping
1mg hyd 64827 indigo city plaza card,Travel
bookmyshow upi 269671e7,Entertainment
transfer&1693 pos 75733,Others
neft rapido/2558,Travel
zee5@9406 gpay imps 27478,Entertainment
88843 parking fee del,Others
water bill imps 97451,Bills & Utilities
electricity bill imps 37903,Bills & Utilities
upi txn barber!2278 pos 18810,Services
7960 upi hyd shell plumber,Services
zee5 upi 5a205bab,Entertainment
bill electricity imps 93131,Bills & Utilities
rtl mm rd phrmsy 76726,Bills & Utilities
service ac utr,Services
Gnrl Str836,Others
99811 myntra mum,Shopping
imps zmt#5191 imps 75340,Food & Dining
general store upi b7e62490,Others
urban neft company-9807,Services
air india#8528 imps 63590,Travel
imps blink go cab&8215 upi 8cf405c2,Travel
general store imps 96378,Others
subway upi 30311d17,Food & Dining
blr nyk txn,Shopping
barber pos 30787,Services
urban company,Services
burger king,Food & Dining
house cleaning upi 259ef097,Services
barber-441 upi 74133503,Services
myntra imps 81677,Shopping
dominos upi 18174a49,Food & Dining
electrician airtel 85539 pay,Services
netflix upi 309cb84f,Entertainment
spencers imps 77845,Groceries
burger king%2420 pos 37505,Food & Dining
vpa flpcrt imps 71470,Shopping
general store&8032 imps 93986,Others
Amazon txn63294,Shopping
apollo pharmacy pos 66793,Health & Medical
prime video refb320b0 pay,Entertainment
bpcl petrol imps 71404,Fuel
txn company*135 upi urban,Services
upi txn zoma@160 upi 7880448b,Food & Dining
medplus,Health & Medical
barber pos 86413,Services
imps iocl pump@5314 imps 19437,Fuel
houclese ord3964,Services
unknown txn imps 20879,Others
utr shell fuel%5056 pos 39811,Fuel
sony liv imps 41110,Entertainment
zomato upi f372f6af,Food & Dining
MkMyTrp811,Travel
30846 txn cafe express mart vijayawada,Food & Dining
hotstar pos 69688,Entertainment
misc payment upi 4e5b5033,Others
paytm-BarbequeNation-7051,Food & Dining
kfc paytm,Food & Dining
pizza hut upi 506a8b65,Food & Dining
utr kfc-5982 imps 59173,Food & Dining
bharat petroleum imps,Fuel
phonepe kfc/4280 pos 92149,Food & Dining
netflix upi 0fac6bfd,Entertainment
gpay-BigBazaar-2452,Groceries
hospitl@428 max vpa,Health & Medical
neft amz/1735 upi 8a49c712,Shopping
received from parkingfee3565,Others
ord#carwashservice7797,Services
Nykaa,Shopping
cafecoffee imps 99363,Food & Dining
CroamRetail#280,Shopping
gpay zee5,Entertainment
gpay air india upi e55275f1,Travel
1mg!5416 pos 32934,Health & Medical
mcdnlds_6709 upi 44823d49,Food & Dining
neft general store,Others
reliance fresh&6285,Groceries
ajio imps 26880,Shopping
d-m ord5760,Groceries
vpa medplus imps 67072,Health & Medical
gpay-MakeMyTrip-1082,Travel
urban company imps 30991,Services
card fuel station chennai 89329,Fuel
pharmeasy upi 1d20c309,Health & Medical
strbcks rd lctrcn,Food & Dining
vpa bigbasket-4816 upi ce44cee4,Groceries
misc payment pos 48715,Others
tneelebi ord6019,Bills & Utilities
electricity bill!5434 upi a7e47119,Bills & Utilities
sony liv imps 28911,Entertainment
vpa decathlon pos 6380,Shopping
transfer,Others
metro ticket quickpay del spotify 55649,Travel
pharmeasy pos 64583,Health & Medical
blr 54942 parking fee onepay,Others
barber imps 44152,Services
iocl pump upi c77fdba6,Fuel
zee5 imps 41540,Entertainment
upi txn spotify2416,Entertainment
ref clinic 45668,Health & Medical
gpay-D-Mart-9470,Groceries
big bazaar!4701 upi 9afd7f53,Groceries
max utr hsptl imps 27978,Health & Medical
kol decathlon global stores myntra 52420 txn,Shopping
vpa air india pos 36845,Travel
hyd paytm hpcl tata cliq,Shopping
union services del paytm indigo,Groceries
41288 water bill vijayawada,Bills & Utilities
iocl pump upi a853011e,Fuel
grofers,Groceries
indigo airlines upi 0cdb4b9a,Travel
bigbasket pos 29548,Groceries
Croma Retail txn74922,Shopping
paytm apollo pharmacy upi 4a2a4bd3,Health & Medical
grofers upi 1d24e4da,Groceries
vpa dmart,Groceries
service/8974 salon,Services
swiggy imps 77491,Food & Dining
phonepe-Domino'sPizza-9425,Food & Dining
bigbaz ord3315,Groceries
general store imps 33061,Others
1mg mps bpcl grgn,Health & Medical
hyd electrician metro paytm 58397,Services
airtel recharge pos 94297,Bills & Utilities
bpcl ptrl#7860 upi 0a60102d,Fuel
burger king&9823,Food & Dining
1mg,Health & Medical
phonepe-HPPetrolPump-5090,Fuel
spencers pos 11339,Groceries
52110 ref dth gurgaon,Bills & Utilities
phonepe air india_786,Travel
indigo airlines,Travel
jio postpaid,Bills & Utilities
phonepe-ShellFuelCentre-9113,Fuel
uber,Travel
27503 metro ticket water bill apna mart ord gurgaon,Bills & Utilities
trf#acrepairservice2310,Services
gpay-FortisHospital-4446,Health & Medical
service paytm ac pos 59996,Services
misc payment utr imps 28073,Others
kol city plaza burger king gpay,Services
Gnrl Str979,Others
13945 ac repair del daily mart imps,Bills & Utilities
bazaar_3606 big pos 64780,Groceries
OlaCbas#448,Travel
Amazon txn49310,Shopping
imps big bazaar%6707,Groceries
vpa barber imps 71288,Services
apollo pharmacy pos 64319,Health & Medical
sony liv imps 21413,Entertainment
jio 5164 air india ord gurgaon,Bills & Utilities
OlaaCbs#283,Travel
prime video prime mart kol tata cliq,Entertainment
indigo airlines,Travel
relfre ord8857,Groceries
Csh Wthdrwl949,Others
gpay big bazaar&6597 pos 12094,Groceries
tata cliq,Shopping
gas bill*2517 imps 44114,Bills & Utilities
mps lcl krn blr 99820 c rpr,Services
jiofibbi ord1063,Bills & Utilities
mcdnlds!5306 upi 0550afbd,Food & Dining
vpa apollo pharmacy upi 4b2a975f,Health & Medical
ps chnn 81648 wtr bll,Bills & Utilities
gas bill@9400 upi 78936ba4,Bills & Utilities
sony liv pos 4277,Entertainment
bigbasket upi e52bc7b2,Groceries
Rlnc Frsh774,Groceries
indigo airlines imps 15537,Travel
general store%2237 imps 29468,Others
salon service,Services
hpcl pump imps 41105,Fuel
BrabequeNation#802,Food & Dining
salon service imps 26225,Services
kfc imps 36069,Food & Dining
bhrt ptrlm phrmsy nn srvcs 77326 txn blr,Health & Medical
ac service,Services
more supermarket imps 55240,Groceries
salon service upi 4d9ff9bd,Services
gas bill imps 25313,Bills & Utilities
upi txn uber*2939 pos 6521,Travel
phonepe uber pos 42248,Travel
transfer pos 88486,Others
tSarbucks#724,Food & Dining
blink go cab imps 66754,Travel
gift shop upi cd082b26,Others
india@7021 air,Travel
hotstar!8223,Entertainment
gas bill upi 8a1d4d8f,Bills & Utilities
Cash Withdrawal txn20012,Others
indigo airlines,Travel
62946 rtl bgbskt,Bills & Utilities
misc payment pos 49409,Others
kol reffcbaa9 local kirana global stores,Groceries
gas bill pos 64632,Bills & Utilities
meesho,Shopping
hotstar upi 5d635bb5,Entertainment
general store upi c26d711b,Others
hpcl pump upi 538362e6,Fuel
spencers imps 35944,Groceries
kfc imps 20956,Food & Dining
bigbasket pos 47191,Groceries
indigo airlines,Travel
electricity bill*6815 imps 63996,Bills & Utilities
medplus,Health & Medical
ola imps 30664,Travel
hpcl pump pos 56752,Fuel
cleaning@228 house pos 32545,Services
swggy dth ps 4213 nd,Bills & Utilities
hotstar pos 40355,Entertainment
medplus upi 17638195,Health & Medical
ajio upi 1ff721ad,Shopping
water can delivery,Services
Spencers'#717,Groceries
grgn phrmsy ps msc pymnt rbn mll,Others
urban company,Services
chennai refbc8509 apollo union services 33009,Food & Dining
hpcl pump upi 56e957e2,Fuel
imps mcds,Food & Dining
bill#7347 gas upi b374d58c,Bills & Utilities
irctc upi e51ea07b,Travel
unknown txn pos 74441,Others
unknown txn ord ref136ac7 dominos onepay 98685 gurgaon,Food & Dining
j 690 cf kl,Food & Dining
Netflix Subscription txn72252,Entertainment
subway#5432,Food & Dining
barber pos 55769,Services
del upi jio mart metro,Groceries
salon global stores prime video refe2c678,Services
salon service,Services
bookmyshow blr 9088,Entertainment
phonepe pharmeasy,Health & Medical
1mg upi 0d10a822,Health & Medical
ShellFuelCetnre#343,Fuel
gpay-BigBazaar-842,Groceries
gpay meesho&8349,Shopping
TataCliq txn42353,Shopping
utr hpcl pump imps 37093,Fuel
swiggy imps 15462,Food & Dining
sony liv&5900,Entertainment
neft electricity bill!2061 pos 79605,Bills & Utilities
spencers imps 31307,Groceries
76498 rctc npy lctrcn,Travel
zee5 imps 42353,Entertainment
neft mcdonldss pos 64071,Food & Dining
big bazaar pos 68307,Groceries
received from shellfuelcentre2113,Fuel
44435 vijayawada clinic daily mart card,Groceries
max hspitl pos 74088,Health & Medical
phonepe-IOCLOutlet-9357,Fuel
hyd 99828 prime video electricity bill,Bills & Utilities
airtel recharge upi a35f1277,Bills & Utilities
bigbasket imps 34315,Groceries
imps hpcl pump imps 92430,Fuel
imps apollo pharmacy_6693 pos 60300,Health & Medical
utr hpcl pump imps 16486,Fuel
electricity bill%8337,Bills & Utilities
phonepe-ApolloPharmacy-8426,Health & Medical
electricity bill pos 3183,Bills & Utilities
meesho pos 3263,Shopping
house cleaning,Services
hotstar,Entertainment
imps hppetrolpump5651,Fuel
air india,Travel
imps dmart upi b8d224d7,Groceries
electricity bill%4458,Bills & Utilities
phonepe-UberRides-6348,Travel
gpay fuel!6194 shell pos 76644,Fuel
big bazaar pos 6717,Groceries
imps iocl pump@5314 imps 19437,Fuel
gas bill fastlane 28077 ref del,Bills & Utilities
amaon-6696,Shopping
zee5 upi 66c21605,Entertainment
pizza hut imps 18932,Food & Dining
gas bill upi 8a1d4d8f,Bills & Utilities
zmt 50058,Food & Dining
gpay mcdnlds,Food & Dining
vpa misc payment imps 80167,Others
Apollo Pharmacy txn45993,Health & Medical
air india-7356 pos 36080,Travel
cash withdrawal vijayawada card 25177 city plaza,Others
BPCL Pump txn53095,Fuel
NetlfixSubscription#377,Entertainment
upi txn urban company@1084 imps 71984,Services
pharmeasy pos 2100,Health & Medical
71683 spotify clinic,Health & Medical
mastercard *unknowntransaction1466,Others
dmart fortis vijayawada 43024 gpay,Groceries
ac repair cash withdrawal pos,Others
kl grn frsh 54071,Entertainment
dmart hyd 42028,Groceries
cash withdrawal blr 25300 pos city plaza,Bills & Utilities
electricity bill imps 82989,Bills & Utilities
ajio%6701 pos 19059,Shopping
uber upi 123f291f,Travel
gpay gas bill@9423,Bills & Utilities
KFC#332,Food & Dining
phonepe-JioFiberBill-8367,Bills & Utilities
son ord8725,Entertainment
SonyLiv txn69618,Entertainment
61461 r nd grn frsh grgn,Travel
plumber vijayawada prime video 48454,Entertainment
hotel saravana upi e6ebc825,Food & Dining
upi pune paymart,Travel
received from d-mart9022,Groceries
misc payment imps 50871,Others
blr indigo cafe,Food & Dining
sony liv upi 123abaa5,Entertainment
imps sony liv-2808 upi f38369eb,Entertainment
txn pump@1326 hpcl upi pos 33192,Fuel
hotel saravana-893,Food & Dining
amazon prime,Entertainment
gift shop upi aa6bd362,Others
unknown txn imps 33303,Others
utr hotstar,Entertainment
recharge*6750 airtel pos 81096,Bills & Utilities
imps amzn imps 54801,Shopping
vpa zmto upi 4c3a25db,Food & Dining
Water Board Payment txn57485,Bills & Utilities
upi txn gift shop*5464 upi 97de2920,Others
LocalVendorPucrhase#513,Others
electricity bill upi 5f3e1bf8,Bills & Utilities
blink go cab imps 59382,Travel
misc payment pos 35296,Others
upi txn zoma@160 upi 7880448b,Food & Dining
airtel recharge upi a35f1277,Bills & Utilities
gift shop,Others
pharmeasy imps 53818,Health & Medical
bhrt ptrlm hyd j 70763 rd,Fuel
house cleaning imps 42092,Services
prime video gurgaon 6780 redbus,Travel
bookmyshow bharat petroleum 88247,Entertainment
gpay blink go cab imps 16775,Travel
pharmeasy imps 13471,Health & Medical
gpay hindustan petreum&2278,Fuel
water phonepe bill*7475 pos 54827,Bills & Utilities
salon service imps 20550,Services
rf2416c ps c rpr hpcl,Services
flipkart express mart 55253 blr paytm,Others
zee5,Entertainment
redbus 37315 txn vijayawada bigbasket,Travel
utr cafecoffee#3458,Food & Dining
BookMySohw#727,Entertainment
imps amzn,Shopping
