merchant,category
hotel saravana phonepe imps 38660,Food & Dining
tata cliq imps 56931,Shopping
air india upi c2fea8c6,Travel
vpa flpcrt imps 71470,Shopping
zomato imps 29783,Food & Dining
uber pos 46927,Travel
imps big bazaar*1018,Groceries
max hospital upi 2ff634d6,Health & Medical
cab go blink phonepe,Travel
meesho imps 67722,Shopping
neft decathlon upi ecd44a7b,Shopping
salon service imps 73885,Services
urban company-3166 imps 79473,Services
utr grofers pos 84862,Groceries
salon service pos 53719,Services
electricity bill upi d77d3e34,Bills & Utilities
dmart upi f78903b5,Groceries
utr water bill!9449 upi df7e6838,Bills & Utilities
hotel saravana pos 66095,Food & Dining
neft dmart@8655 upi fc49fa5b,Groceries
dominos!6134 imps 65980,Food & Dining
urban company imps 39433,Services
paytm reliance fresh!1551,Groceries
water bill pos 38446,Bills & Utilities
bpcl petrol pos 36452,Fuel
jio postpaid upi 0ee07308,Bills & Utilities
swigi/8052 pos 64605,Food & Dining
shell fuel pos 78333,Fuel
gas bill imps 25313,Bills & Utilities
1mg imps 95018,Health & Medical
air india%5890 upi a3764416,Travel
medplus imps 26042,Health & Medical
bookmyshow imps 82763,Entertainment
airtel recharge pos 5085,Bills & Utilities
ajio upi 2205555b,Shopping
unknown txn pos 65697,Others
indigo airlines#6102 paytm pos 61107,Travel
electricity bill upi 02ec19cd,Bills & Utilities
neft barber_973 upi 7f5efeef,Services
hindustan ptrleum pos 21022,Fuel
bookmyshow imps 31810,Entertainment
1mg imps 53215,Health & Medical
gift shop upi aa6bd362,Others
indigo airlines#2807 pos 73217,Travel
medplus pos 13267,Health & Medical
tata cliq#4175 upi 7868ddb1,Shopping
gas bill upi dfe8bf76,Bills & Utilities
general store upi 37e48af3,Others
salon service imps 37889,Services
bpcl petr upi a4f0504d,Fuel
gpay ac service,Services
ola-5710,Travel
bpcl petrol pos 74927,Fuel
general store%2237 imps 29468,Others
cafecoffee pos 54382,Food & Dining
swiggy imps 28204,Food & Dining
ajio imps 77838,Shopping
dominos upi 42d76a13,Food & Dining
flpcrt#7675 imps,Shopping
neft gift shop*9663 pos 14663,Others
house cleaning imps 63338,Services
ola@926 gpay,Travel
netflix-852,Entertainment
urban company imps 61667,Services
bookmyshow upi aaa53158,Entertainment
house cleaning pos 2707,Services
imps reliance fresh_6315 upi 9bb67310,Groceries
upi txn flipkrt upi 4e300c34,Shopping
hotel saravana-893,Food & Dining
netflix pos 56058,Entertainment
txn upi rapido upi 9121dbdf,Travel
neft ac service pos 6255,Services
grofers imps 35481,Groceries
subway#5432,Food & Dining
grofers&5432,Groceries
imps kfc_3311,Food & Dining
pharmeasy imps 47352,Health & Medical
barber imps 88930,Services
dth recharge pos 86250,Bills & Utilities
urban company imps 91037,Services
neft air india,Travel
vpa irctc!5169,Travel
irctc*4311 upi 83735367,Travel
cliq!6386 phonepe tata pos 9575,Shopping
ajio imps 54169,Shopping
paytm water can delivery,Services
bookmyshow pos 32323,Entertainment
ola!1340,Travel
pharmeasy upi 8d5a5dd2,Health & Medical
sony liv upi 495d65cd,Entertainment
upi txn urban company pos 50179,Services
dmart imps 92415,Groceries
ac service pos 98522,Services
grofers/7114,Groceries
salon service pos 44114,Services
decathlon upi 5a0589c6,Shopping
sony liv imps 90838,Entertainment
gpay zmt#2863 pos 43339,Food & Dining
water bill-3833,Bills & Utilities
reliance fresh pos 91950,Groceries
cliq&9095 tata neft upi 2b430b13,Shopping
ac service upi 8f360499,Services
pharmeasy&4513 imps 94506,Health & Medical
barber imps 33100,Services
paytm apollo pharmacy/1993 imps 63255,Health & Medical
salon service upi 6a1e03a5,Services
jio postpaid upi 14898274,Bills & Utilities
imps barber pos 20605,Services
hotstar upi 4bc5bd6d,Entertainment
pharmeasy pos 83031,Health & Medical
water bill pos 74784,Bills & Utilities
indigo airlines#4420 imps 27477,Travel
ola upi 2b20b631,Travel
paytm hotstar&3162 upi b5114d71,Entertainment
urban company imps 60063,Services
barber pos 14172,Services
ptrl#5956 bpcl phonepe pos 81985,Fuel
vpa indigo airlines,Travel
iocl pump pos 56492,Fuel
imps hpcl pump_8472 pos 68969,Fuel
uber pos 50491,Travel
bookmyshow imps 71899,Entertainment
airtel recharge_640 imps 23679,Bills & Utilities
meesho-2492 upi fe6c3bea,Shopping
vpa sony liv imps 87010,Entertainment
subway imps 71632,Food & Dining
cafecoffee upi f785a4fe,Food & Dining
shell fuel*9151 pos 78199,Fuel
tata cliq#2769,Shopping
vpa urban company pos 1403,Services
1mg#1466 upi 9272d3af,Health & Medical
big bazaar_7245 pos 30771,Groceries
vpa air india pos 36845,Travel
big bazaar pos 69579,Groceries
hotel saravana upi f9741b2c,Food & Dining
myntra upi 246385fa,Shopping
imps netflix@2697 pos 57504,Entertainment
ola upi 2925fc63,Travel
amazon imps 64363,Shopping
more supermarket upi 443ee47a,Groceries
blink go cab imps 71546,Travel
salon service imps 42739,Services
gas bill imps 95851,Bills & Utilities
hindustan petrleum imps 14069,Fuel
recharge*6750 airtel pos 81096,Bills & Utilities
neft indigo airlines-9547 pos 36174,Travel
kfc upi 694c4c66,Food & Dining
pizza hut pos 38415,Food & Dining
vpa irctc@6590 upi ac3de932,Travel
myntra upi 63fd2b74,Shopping
transfer@836 upi a560e451,Others
imps apollo pharmacy imps 73789,Health & Medical
barber pos 55769,Services
kfc!8692 pos 2398,Food & Dining
hotstar pos 21349,Entertainment
myntra upi 9afcd46f,Shopping
shop gift imps,Others
reliance fresh upi f219f085,Groceries
jio postpaid vpa,Bills & Utilities
hotel saravana upi bc3b9635,Food & Dining
meesho@5238 imps 85530,Shopping
flipkart pos 9227,Shopping
zomato imps 84237,Food & Dining
myntra imps 32927,Shopping
recharge dth imps 51825,Bills & Utilities
house cleaning&4711,Services
dth recharge pos 54502,Bills & Utilities
apollo pharmacy pos 57987,Health & Medical
service-3266 ac imps 39391,Services
airtel recharge imps 54084,Bills & Utilities
big bazaar pos 59694,Groceries
vpa dth recharge pos 15834,Bills & Utilities
salon service upi adc1ebca,Services
misc payment upi 21ac648f,Others
shell fuel-3288 upi e4c13f7f,Fuel
spencers upi cd20a3fb,Groceries
neft subway imps 79088,Food & Dining
imps airtel recharge#8142 upi c58117b6,Bills & Utilities
airtel recharge imps 62962,Bills & Utilities
iocl pump#9523 pos 77695,Fuel
kfc upi 1d2a2057,Food & Dining
airtel recharge upi 550ecb1b,Bills & Utilities
sony liv imps 21413,Entertainment
1mg upi 251e4285,Health & Medical
iocl pump imps 57800,Fuel
max hospital imps 69451,Health & Medical
house cleaning upi ab1094ec,Services
netflix pos 19802,Entertainment
hpcl pump upi c776e012,Fuel
medplus_8494 gpay imps 37871,Health & Medical
iocl pump pos 25157,Fuel
gpay unknown txn upi 074e57ae,Others
service&2409 ac imps 82087,Services
hotstar!5259,Entertainment
upi airtel recharge%8219 txn,Bills & Utilities
ac service pos 54518,Services
meesho upi 880c68e3,Shopping
general store upi c26d711b,Others
rapido upi 7346fcbb,Travel
phonepe hotel saravana#5294,Food & Dining
upi txn big bazaar/6399 pos 98174,Groceries
paytm dmart upi 8220879a,Groceries
misc payment upi 92cfe818,Others
decathlon upi b0206af1,Shopping
reliance phonepe fresh%7791 pos 49140,Groceries
service paytm ac pos 59996,Services
upi txn tata cliq,Shopping
zee5 imps 29931,Entertainment
ajio upi c4a7ae1d,Shopping
hpcl pump upi 2688ca72,Fuel
dmart!1333 upi 3f186eda,Groceries
swiggy imps 25319,Food & Dining
txn%5136 vpa unknown imps 95284,Others
apollo pharmacy imps 25462,Health & Medical
general store upi 034c0458,Others
barber upi 757aeb22,Services
pharmeasy/5265 upi f167d7e0,Health & Medical
salon service imps 98971,Services
1mg imps 80845,Health & Medical
dmart pos 21095,Groceries
neft barber,Services
water bill pos 96090,Bills & Utilities
amazon pos 90502,Shopping
sony liv pos 78548,Entertainment
iocl pump imps 41365,Fuel
hindustan petroleum imps 79660,Fuel
more supermarket pos 83714,Groceries
tata cliq imps 46912,Shopping
unknown txn imps 99398,Others
upi txn iocl pump&3902 pos 77953,Fuel
pharmacy&8227 paytm apollo imps 33719,Health & Medical
irctc pos 66465,Travel
hotstar imps 82038,Entertainment
ajio pos 70090,Shopping
iocl pump pos 76297,Fuel
dth recharge upi 9dc3e41c,Bills & Utilities
dth recharge imps 15184,Bills & Utilities
neft shell fuel%285 upi da6fa8fe,Fuel
myntra imps 66723,Shopping
sony liv upi 8de19c02,Entertainment
hotstar!2952 pos 40925,Entertainment
gas bill imps 98605,Bills & Utilities
paytm reliance fresh pos 20516,Groceries
hpcl pump upi c682f700,Fuel
upi prime/6168 amz txn upi 5fba11d7,Entertainment
gas bill pos 83634,Bills & Utilities
cab!1791 go blink imps 86311,Travel
hpcl pump upi e9fca0ee,Fuel
airtel recharge imps 26152,Bills & Utilities
amazon prime imps 34446,Entertainment
max hospital pos 40363,Health & Medical
vpa dth recharge imps 84419,Bills & Utilities
utr salon service,Services
hotstar imps 71517,Entertainment
max hsptl pos 67256,Health & Medical
gas bill upi 04f6edb7,Bills & Utilities
grofers pos 33653,Groceries
upi txn water bill&2268 imps 35477,Bills & Utilities
burger king%3368 pos 23935,Food & Dining
upi txn gift shop pos 16274,Others
hindustan petroleum imps 35058,Fuel
general vpa store imps 53208,Others
max hospital pos 50925,Health & Medical
airtel recharge upi 6654c435,Bills & Utilities
indigo airlines imps 99723,Travel
1mg pos 49211,Health & Medical
zee5 upi 66c21605,Entertainment
upi txn apollo pharmacy upi 21fbc2b8,Health & Medical
imps barber imps 23532,Services
vpa gift shop_6063 upi a600d516,Others
phonepe uber pos 42248,Travel
amazon upi 5f168d65,Shopping
cleaning gpay house,Services
bill water,Bills & Utilities
jio postpaid upi 5574d34c,Bills & Utilities
bill electricity imps 15437,Bills & Utilities
netflix imps 29032,Entertainment
more supermarket imps 86710,Groceries
airtel recharge pos 77242,Bills & Utilities
sony liv pos 88347,Entertainment
dmart/3152,Groceries
sony liv pos 75129,Entertainment
decathlon upi e2da2e28,Shopping
big bazaar upi 413fea39,Groceries
bookmyshow upi a79f8911,Entertainment
apollo pharmacy upi 0470597b,Health & Medical
paytm zmto imps 11405,Food & Dining
ajio neft imps 33755,Shopping
misc payment pos 48715,Others
barber%5151 imps 94824,Services
imps store general,Others
rapido&1535 utr imps 15776,Travel
gas bill pos 98543,Bills & Utilities
prime gpay amaon,Entertainment
ac service imps 47017,Services
indigo airlines imps 82912,Travel
house cleaning pos 52162,Services
hindustan petroleum imps 88611,Fuel
apollo pharmacy upi b04bbda7,Health & Medical
netflix imps 89303,Entertainment
gpay gas bill upi 1ece6cf9,Bills & Utilities
barber imps imps 96802,Services
decathlon upi 073f8192,Shopping
rapido upi 066ec352,Travel
phonepe medplus imps 12724,Health & Medical
misc payment utr imps 28073,Others
vpa flpkrt,Shopping
big bazaar upi e6d5bc5f,Groceries
pharmeasy upi cc39f19d,Health & Medical
big bazaar upi 4fd2e688,Groceries
misc payment@4132 upi c1a4400c,Others
jio postpaid imps 61787,Bills & Utilities
imps sony liv pos 62672,Entertainment
gpay hpcl pump upi da0fe2e8,Fuel
utr airtel recharge imps 38920,Bills & Utilities
meesho upi 5362f2b7,Shopping
indigo airlines imps 19028,Travel
pharmeasy pos 83369,Health & Medical
neft zee5,Entertainment
air india-7356 pos 36080,Travel
salon service/583 upi 55154efb,Services
transfer pos 4085,Others
neft meesho-5010,Shopping
blink go cab/8696 upi a9040b9b,Travel
indigo airlines pos 29562,Travel
neft airtel recharge pos 87456,Bills & Utilities
unknown txn utr imps 23803,Others
netflix imps 81786,Entertainment
bookmyshow imps 77600,Entertainment
misc payment pos 7873,Others
cleaning house imps 71946,Services
zee5*576 pos 30293,Entertainment
airtel recharge pos 21059,Bills & Utilities
amz-873,Shopping
hotstar@5083 pos 55115,Entertainment
air india imps 45017,Travel
bigbasket pos 96100,Groceries
hpcl pump imps 73882,Fuel
barber imps 64654,Services
amazon prime imps 76208,Entertainment
general store upi b6e434d0,Others
neft big bazaar imps 13630,Groceries
dth recharge imps 53795,Bills & Utilities
vpa reliance fresh_4864 imps 29194,Groceries
txn pump@1326 hpcl upi pos 33192,Fuel
paytm meesho&856 pos 19973,Shopping
gpay shell fuel&4690 pos 61630,Fuel
amazon upi 91df1a4d,Shopping
shell fuel pos 93302,Fuel
gas bill upi 985e5d0f,Bills & Utilities
mcdonalds upi ef575315,Food & Dining
more supermarket-3527 upi 97ff3c5f,Groceries
misc payment pos 33089,Others
neft 1mg!7346 imps 22980,Health & Medical
grofers upi a917ef39,Groceries
zomato pos 44068,Food & Dining
unknown txn upi 4b36ab07,Others
gift shop pos 53521,Others
bigbasket pos 45752,Groceries
upi txn barber*1049 pos 53109,Services
salon service pos 89921,Services
water can delivery upi ecb5759d,Services
more supermarket pos 14899,Groceries
bigbasket upi ce4b8491,Groceries
mcdonldss/4405 imps 57987,Food & Dining
sony liv!5394 imps 46102,Entertainment
bookmyshow upi a3db293a,Entertainment
paytm airtel recharge upi e1eb37be,Bills & Utilities
apollo pharmacy pos 4595,Health & Medical
tata cliq pos 42382,Shopping
ptrl bpcl vpa,Fuel
zee5 imps 38508,Entertainment
spencers pos 56508,Groceries
paytm 1mg&5989,Health & Medical
pharmeasy upi 9a842128,Health & Medical
water can delivery imps 98373,Services
dth recharge pos 24863,Bills & Utilities
vpa grofers&5195 pos 11782,Groceries
electricity bill imps 12645,Bills & Utilities
vpa house cleaning,Services
1mg pos 98072,Health & Medical
ola imps 38372,Travel
barber%4609,Services
barber_9506 pos 30847,Services
big bazaar pos 1134,Groceries
paytm rapido%3892,Travel
ajio%5433 pos 40790,Shopping
reliance fresh pos 32713,Groceries
electricity bill upi de718087,Bills & Utilities
salon service-9767 pos 20483,Services
hotstar imps 25955,Entertainment
reliance fresh imps 81085,Groceries
ac service pos 70990,Services
neft shell fuel imps 18835,Fuel
jio postpaid pos 25364,Bills & Utilities
dominos pos 84237,Food & Dining
prime@7584 amaon gpay imps 39415,Entertainment
decathlon imps 27043,Shopping
water bill upi 47579a26,Bills & Utilities
neft store_6494 general pos 90081,Others
paytm medplus pos 34506,Health & Medical
ajio upi 545b72b1,Shopping
reliance fresh upi a5a9f8b9,Groceries
paytm meesho*9508 upi c91b4a06,Shopping
blink go cab imps 50589,Travel
paytm subway&588,Food & Dining
sony liv upi 38fb7ead,Entertainment
sony liv upi 3c45933b,Entertainment
electricity bill pos 33026,Bills & Utilities
ola imps 76663,Travel
zomato upi 452b9513,Food & Dining
upi txn hpcl pump,Fuel
imps big bazaar pos 9400,Groceries
gift shop pos 62407,Others
more supermarket upi 0a787be9,Groceries
water can delivery imps 94532,Services
neft kfc imps 96941,Food & Dining
amazon prime upi c72c5504,Entertainment
gift shop imps 76992,Others
shell fuel-4590 imps 98638,Fuel
gift shop imps 40344,Others
neft hindustan petrleum-8172 pos 76311,Fuel
dth recharge*1649 imps 87349,Bills & Utilities
imps uber imps 80278,Travel
shell fuel pos 78822,Fuel
hotel saravana imps 20948,Food & Dining
netflix imps 98352,Entertainment
gift shop*9998 imps 26390,Others
reliance fresh pos 50522,Groceries
bookmyshow imps 98583,Entertainment
unknown txn upi 72627257,Others
more supermarket upi 07f3c9d7,Groceries
swiggy pos 15681,Food & Dining
zee5 imps 31326,Entertainment
neft irctc imps 76067,Travel
bigbasket pos 29548,Groceries
liv sony imps 62079,Entertainment
ajio imps 91960,Shopping
gpay iocl pump@9735 upi b244973a,Fuel
utr zee5 upi aea43549,Entertainment
misc payment upi 18815fe4,Others
reliance fresh imps 21999,Groceries
misc payment pos 93925,Others
neft water bill upi 60ffae6b,Bills & Utilities
unknown txn*7738 imps 28443,Others
shell fuel upi d935154e,Fuel
ajio pos 84641,Shopping
neft pharmeasy@9864 imps 62417,Health & Medical
bpcl petrol imps 13412,Fuel
misc payment pos 49409,Others
gpay kfc,Food & Dining
ac service upi f697b49c,Services
bigbasket pos 61142,Groceries
1mg upi 0985fe7c,Health & Medical
amzn prime/5834 pos 14418,Entertainment
water bill imps 17857,Bills & Utilities
ac service upi d1f1c71b,Services
dth recharge pos 79737,Bills & Utilities
utr ola pos 52808,Travel
zomato imps 32450,Food & Dining
imps water bill imps 21848,Bills & Utilities
amazon prime pos 2563,Entertainment
subway pos 15202,Food & Dining
1mg pos 41138,Health & Medical
urban company pos 49582,Services
phonepe shell fuel#4343,Fuel
decathlon pos 89124,Shopping
unknown txn-4837,Others
upi txn transfer pos 6327,Others
phonepe max hospitl-1781 imps 74444,Health & Medical
imps tata cliq pos 58752,Shopping
urban company%7107 imps 36202,Services
hpcl pump_4175 imps 63548,Fuel
indigo airlines pos 46004,Travel
meesho-8975 pos 6852,Shopping
amazon prime imps 48424,Entertainment
urban company upi dbfc6691,Services
hotstar pos 75051,Entertainment
unknown txn upi 002ca3a0,Others
pharmeasy pos 64583,Health & Medical
ola pos 34801,Travel
1mg pos 32750,Health & Medical
imps gift shop/4533 pos 28760,Others
grofers imps 86571,Groceries
vpa hotel saravana pos 56830,Food & Dining
hotstar imps 66478,Entertainment
barber upi be9712d1,Services
neft flpkrt,Shopping
upi txn unknown txn-416 upi b732a89a,Others
general store/9343 imps 22288,Others
rapido upi e6f40d9b,Travel
decathlon_1415 pos 88917,Shopping
imps gas bill-1880 upi f21fc547,Bills & Utilities
hotel saravana*7953 upi f0a5fca5,Food & Dining
vpa myntra imps 14113,Shopping
jio postpaid imps 60641,Bills & Utilities
hotstar upi 5d635bb5,Entertainment
gpay cafecoffee pos 25582,Food & Dining
bpcl petrol pos 53341,Fuel
gas bill/5391,Bills & Utilities
myntra imps 71607,Shopping
amazon prime upi 767ab2b2,Entertainment
upi txn house cleaning,Services
gpay hpcl pump pos 19691,Fuel
bookmyshow@3415 pos 97729,Entertainment
fresh_3209 reliance imps 28765,Groceries
medplus imps 51807,Health & Medical
meesho upi a73cc291,Shopping
cafecoffee pos 11040,Food & Dining
gpay gas bill pos 70855,Bills & Utilities
blink go cab upi b89334dd,Travel
barber-7955 imps 88358,Services
barber pos 55469,Services
salon service pos 73188,Services
hotstar upi 8519a14c,Entertainment
imps dominos upi c41d5336,Food & Dining
1mg_667 pos 46579,Health & Medical
paytm myntra imps 72753,Shopping
airtel recharge pos 89537,Bills & Utilities
ajio upi 1ff721ad,Shopping
dmart pos 84649,Groceries
utr transfer imps 52669,Others
phonepe urban company!8906 imps 58185,Services
